Transaction_ID,Customer_Name,Email,Phone,Product,Category,Quantity,Unit_Price,Total_Amount,Purchase_Date,Payment_Method,Country,Return_Status,Return_Reason,Sales_Rep
TRANS_6620,Shannon Pruitt,vmedina@morton.com,+1-989-137-2165x504,Smartwatch,Accessories,6,1320.65,7923.900000000001,2021-08-24 21:06:48.267217824,Online,Canada,Pending,Defective,Bryce Woods
TRANS_6621,,alexrivera@hotmail.com,490-287-0422,Phone,,1,953.22,953.22,2021-08-25 00:37:09.268617904,Online,Canada,No,Unwanted,
TRANS_6622,Lisa Holloway,brandon21@lopez.net,001-943-404-6665,,,8,1301.71,10413.68,2021-08-25 04:07:30.270018000,Online,Germany,,Unwanted,Jenny Martin
TRANS_6623,Robin Hawkins,ronaldortiz@gmail.com,(719)496-4544,Camera,Home,3,662.47,1987.41,2021-08-25 07:37:51.271418096,Online,Canada,,Wrong Item,Christine Wilson
TRANS_6624,Seth Torres,mmelton@gmail.com,(879)835-7874,Camera,,7,413.75,2896.25,2021-08-25 11:08:12.272818192,Cheque,UK,Pending,Defective,Meredith Barnes
TRANS_6625,Michelle Montgomery,sanchezsandra@yahoo.com,001-447-541-4889x5658,Camera,Gadgets,7,855.84,5990.88,2021-08-25 14:38:33.274218288,Card,,No,,Ashley Koch
TRANS_6626,Colleen Suarez,sanderson@ray-harris.com,,Smartwatch,Electronics,3,414.46,1243.3799999999999,2021-08-25 18:08:54.275618384,,UK,,Wrong Item,Sean Romero
TRANS_6627,Michael Jackson,robyn41@hotmail.com,223.778.7439,,,3,1620.8,4862.4,2021-08-25 21:39:15.277018464,Card,,No,Unwanted,Mary Castillo
TRANS_6628,Rebecca Thompson,silvajose@yahoo.com,001-877-297-4354x14338,Phone,,1,442.46,442.46,2021-08-26 01:09:36.278418560,Cash,USA,Yes,,Kristina Vargas MD
TRANS_6629,Thomas Kidd,nancyrice@yahoo.com,(241)030-8460,,Home,1,1942.75,1942.75,2021-08-26 04:39:57.279818656,Cash,Germany,Pending,,Robert Cobb
TRANS_6630,Douglas Mcdonald,hernandeztaylor@kim.com,729-856-5484x48954,Headphones,Home,9,1927.93,17351.37,2021-08-26 08:10:18.281218752,Cash,,No,Wrong Item,Kenneth Davis
TRANS_6631,Jacob Decker,,(023)325-6922x81932,Phone,Electronics,1,344.1,344.1,2021-08-26 11:40:39.282618848,Online,Canada,,,
TRANS_6632,Jeremy Harris,wbailey@glover-myers.net,523.085.2119x5612,Camera,,6,1139.98,6839.88,2021-08-26 15:11:00.284018944,,UK,Yes,,Ashley Haynes MD
TRANS_6633,Cheryl Bell,amanda31@gmail.com,(668)883-1738,Phone,Home,2,1642.91,3285.82,2021-08-26 18:41:21.285419024,Card,UK,No,Defective,Eric Richardson
TRANS_6634,George Hahn,fking@jones-kramer.biz,(250)416-4922x662,Smartwatch,Electronics,8,301.34,2410.72,2021-08-26 22:11:42.286819120,Cheque,Germany,,,Paul Wilson
TRANS_6635,Jason Johnson,oscar45@garcia-vance.com,4231225193,Laptop,Electronics,1,712.39,712.39,2021-08-27 01:42:03.288219216,Cash,,Yes,Defective,Keith Sanchez
TRANS_6636,John Leblanc,pwilliams@moreno.biz,+1-514-048-6381x17903,Tablet,Electronics,2,617.72,1235.44,2021-08-27 05:12:24.289619312,Cheque,Canada,Pending,Unwanted,Christopher Guzman
TRANS_6637,Matthew Guzman,huberkathy@yahoo.com,593.381.8703x61867,Laptop,Electronics,4,746.15,2984.6,2021-08-27 08:42:45.291019408,Online,Germany,Yes,Unwanted,Elizabeth Le
TRANS_6638,Kathleen Williams,schultzkristin@yahoo.com,784-435-2634,Headphones,Electronics,4,478.73,1914.92,2021-08-27 12:13:06.292419504,Cash,UK,No,,Brandon Turner
TRANS_6639,Sue Curry,ebridges@keller.com,889-777-7721,Laptop,Accessories,5,1335.67,6678.35,2021-08-27 15:43:27.293819584,,Canada,Pending,Unwanted,David Nichols
TRANS_6640,Misty Garrett,stephaniespears@gmail.com,434.184.1582x41067,Smartwatch,Accessories,9,378.31,3404.79,2021-08-27 19:13:48.295219680,Card,,No,,Amanda Moody
TRANS_6641,,tray@contreras.com,2542826716,Laptop,Electronics,5,1612.33,8061.65,2021-08-27 22:44:09.296619776,Cheque,USA,,,
TRANS_6642,Morgan Williams,mendozalori@yahoo.com,(419)915-2348x79719,,Gadgets,2,995.72,1991.44,2021-08-28 02:14:30.298019872,,Germany,Yes,Unwanted,Steven Allen
TRANS_6643,Jeffery Barrett,jenniferrogers@gmail.com,001-929-084-4605x21091,Camera,,8,249.86,1998.88,2021-08-28 05:44:51.299419968,Cash,USA,No,Unwanted,Joshua English
TRANS_6644,Alan Ellis,ashleycampbell@lee.info,924-177-0263x56134,Laptop,Gadgets,1,1681.88,1681.88,2021-08-28 09:15:12.300820064,Cash,Canada,Yes,Unwanted,Nicole Le
TRANS_6645,John Brown,dcarter@ewing.com,(789)392-8037x62286,,Accessories,1,1027.69,1027.69,2021-08-28 12:45:33.302220144,Cash,USA,Yes,,Michael Mccullough
TRANS_6646,Michael Scott,ramirezmelinda@simpson.com,+1-961-188-0907,Camera,Accessories,9,1285.57,11570.13,2021-08-28 16:15:54.303620240,Cheque,USA,,,Kimberly King
TRANS_6647,Christine Wilson,nelsonkenneth@gmail.com,+1-671-566-2995x0098,Smartwatch,Home,2,487.29,974.58,2021-08-28 19:46:15.305020336,Card,,Yes,,Ryan Mayer
TRANS_6648,Brendan Underwood MD,zimmermanpaul@yahoo.com,(821)396-3802,Camera,,6,1977.03,11862.18,2021-08-28 23:16:36.306420432,Cash,Germany,Yes,Defective,Darin Kelley
TRANS_6649,Kimberly Brown,bwu@frazier.com,779-108-8179x58850,Headphones,Home,7,254.26,1779.82,2021-08-29 02:46:57.307820528,,Germany,No,,David Macias
TRANS_6650,Jason Powell,ycherry@best.com,647.438.5353x467,Phone,Gadgets,2,1294.67,2589.34,2021-08-29 06:17:18.309220624,,,Pending,,Patricia Stewart
TRANS_6651,Diane Rose,bradleyanderson@gmail.com,,,Gadgets,8,51.15,409.2,2021-08-29 09:47:39.310620704,Online,,Pending,Defective,
TRANS_6652,Daniel Olson,allison61@gmail.com,889.331.9672,Camera,Accessories,1,1079.6,1079.6,2021-08-29 13:18:00.312020800,,,,Defective,Andrew Gentry
TRANS_6653,Andrea Hunter,rburton@gmail.com,999.409.4106x07095,,Home,3,768.41,2305.23,2021-08-29 16:48:21.313420896,Cheque,USA,Yes,,William Jenkins
TRANS_6654,Sarah Webb,parksashley@bullock.biz,724.372.6677x14617,,Accessories,8,1910.65,15285.2,2021-08-29 20:18:42.314820992,,Canada,Yes,Wrong Item,Stephen Dean
TRANS_6655,Adam Richardson,zbarber@miller.com,180-567-7888,Phone,Home,2,536.47,1072.94,2021-08-29 23:49:03.316221088,Online,USA,Pending,,Alex Guzman
TRANS_6656,Brady Howard,jasongray@yahoo.com,189.558.8371x993,Smartwatch,,1,246.83,246.83,2021-08-30 03:19:24.317621184,,UK,,Wrong Item,Ariel Johnson
TRANS_6657,Rodney Alexander,bennettdean@gardner-mcmillan.com,(342)970-5133x017,Laptop,Accessories,2,901.58,1803.16,2021-08-30 06:49:45.319021264,Card,UK,No,,Wayne Evans
TRANS_6658,Alex Wagner,vswanson@martinez.biz,5257669459,Headphones,Gadgets,3,560.61,1681.83,2021-08-30 10:20:06.320421360,Cash,USA,,,Peter Hayes
TRANS_6659,Katherine Ward,johnbush@hotmail.com,001-552-779-0725x634,Headphones,Home,3,461.24,1383.72,2021-08-30 13:50:27.321821456,Online,Germany,Yes,Wrong Item,Douglas Riley
TRANS_6660,Harold Wallace,elizabethlloyd@hotmail.com,555-454-2222x4897,Laptop,Gadgets,9,140.63,1265.67,2021-08-30 17:20:48.323221552,Online,Germany,Yes,Wrong Item,Annette Robinson
TRANS_6661,,,163-524-7605x8624,Tablet,Electronics,4,122.43,489.72,2021-08-30 20:51:09.324621648,Cash,Canada,,,
TRANS_6662,Julia Anderson,michael84@wright.com,212-536-8951x09043,Smartwatch,Gadgets,2,1905.44,3810.88,2021-08-31 00:21:30.326021744,Cheque,,Pending,,Timothy Jefferson
TRANS_6663,Jean Frazier,bergercharles@woods.com,+1-823-222-4136x0668,Smartwatch,Electronics,2,1596.72,3193.44,2021-08-31 03:51:51.327421824,Online,USA,Pending,Unwanted,Glenn Newton
TRANS_6664,Nicole Evans,mitchellmargaret@gmail.com,5657836828,Camera,Accessories,0,1842.67,0.0,2021-08-31 07:22:12.328821920,,UK,Yes,,Jessica White
TRANS_6665,Ronald Garcia,wongjanet@gmail.com,+1-378-991-2650x2236,Headphones,Gadgets,3,927.36,2782.08,2021-08-31 10:52:33.330222016,Cash,UK,No,Wrong Item,Daniel Williams
TRANS_6666,Lacey Flores,dominguezlisa@gmail.com,387-011-3773x5925,Smartwatch,Accessories,4,1081.6,4326.4,2021-08-31 14:22:54.331622112,Card,Germany,,,Darren Sherman
TRANS_6667,Dwayne Murphy,abaker@hotmail.com,001-852-517-2630x0128,,Home,3,548.92,1646.7599999999998,2021-08-31 17:53:15.333022208,Online,Canada,,,Cynthia Harding
TRANS_6668,Lindsey Patton,espinozaerin@hotmail.com,8986414329,,Accessories,9,1567.49,14107.41,2021-08-31 21:23:36.334422304,Cash,USA,Yes,,Kari Martin
TRANS_6669,Jesus Shelton,vnichols@yahoo.com,328.877.2151,,Accessories,1,57.6,57.6,2021-09-01 00:53:57.335822384,Card,USA,No,Wrong Item,Charles Medina
TRANS_6670,Betty Ward,marshalljustin@gmail.com,569-072-6658x81857,Headphones,Electronics,3,1750.07,5250.21,2021-09-01 04:24:18.337222480,Cheque,USA,Pending,Defective,Jennifer Zimmerman
TRANS_6671,Julie Cortez,moniqueking@williams.com,+1-195-939-2540x994,Laptop,Electronics,3,762.42,2287.2599999999998,2021-09-01 07:54:39.338622576,,Germany,,,
TRANS_6672,Kathy Hunt,gina10@johnson-espinoza.com,001-189-471-9755x6525,Laptop,Electronics,5,1501.73,7508.65,2021-09-01 11:25:00.340022672,,USA,,Defective,Dawn Cooper
TRANS_6673,Christina Miller,kjenkins@hotmail.com,062-010-1838x98921,,Electronics,4,1719.74,6878.96,2021-09-01 14:55:21.341422768,Online,UK,Yes,,Megan Bush
TRANS_6674,Cindy Foley,tiffanyrosales@yahoo.com,(000)764-8834,Laptop,,4,606.2,2424.8,2021-09-01 18:25:42.342822864,Cash,,Yes,Defective,Russell Adams
TRANS_6675,Megan Hernandez MD,sarah37@smith.com,(155)678-2482x397,Headphones,Accessories,8,1576.47,12611.76,2021-09-01 21:56:03.344222944,Card,USA,Pending,Wrong Item,Aaron Rodriguez PhD
TRANS_6676,Willie Smith,landerson@hotmail.com,,Tablet,Home,1,234.85,234.85,2021-09-02 01:26:24.345623040,Online,Germany,,,Jamie Li
TRANS_6677,Evelyn Boyle,lcunningham@williams.net,(014)323-6600x3699,Phone,Gadgets,8,1947.98,15583.84,2021-09-02 04:56:45.347023136,Cash,,Yes,,Jason Allen
TRANS_6678,Mason Gonzalez,martha41@martin.biz,4586527097,Laptop,Electronics,4,1754.59,7018.36,2021-09-02 08:27:06.348423232,Card,UK,No,Defective,Luis Martinez
TRANS_6679,Jimmy Clark,turnermatthew@fischer.info,5579236250,Headphones,Gadgets,7,876.85,6137.95,2021-09-02 11:57:27.349823328,Card,UK,Pending,,Kevin Rodriguez
TRANS_6680,Dr. William Clark,sweeneydenise@gmail.com,(375)838-0379,Camera,Gadgets,7,921.43,6450.009999999999,2021-09-02 15:27:48.351223424,Cash,Germany,,Defective,Patrick Rodriguez
TRANS_6681,,oharris@mcconnell.com,(234)833-8326,Laptop,Accessories,6,1392.48,8354.880000000001,2021-09-02 18:58:09.352623504,Cash,USA,,,
TRANS_6682,Terri Reed,tracyrodriguez@webb.com,+1-365-385-3291x710,,Gadgets,5,200.61,1003.0500000000001,2021-09-02 22:28:30.354023600,,,,,Mary Guzman
TRANS_6683,Jennifer Austin,michaelbaker@gmail.com,+1-208-220-9435,Laptop,,8,1783.17,14265.36,2021-09-03 01:58:51.355423696,,,No,,Darren Gross
TRANS_6684,Sean Garcia,brianhatfield@gmail.com,+1-878-535-4001x021,Tablet,Electronics,2,754.99,1509.98,2021-09-03 05:29:12.356823792,,,Pending,,Karen Walker
TRANS_6685,Kevin Huynh,lambertralph@yahoo.com,774-403-2287,,,5,467.06,2335.3,2021-09-03 08:59:33.358223888,Cash,,No,,Sheila Ryan
TRANS_6686,Jennifer Lee,soliver@gmail.com,6355649823,Camera,Home,1,603.56,603.56,2021-09-03 12:29:54.359623984,Online,USA,,,Drew Barker
TRANS_6687,Sarah Williams,laurafields@hotmail.com,574.332.5902,Smartwatch,,1,1588.05,1588.05,2021-09-03 16:00:15.361024064,Online,Germany,No,Wrong Item,Joann Ward
TRANS_6688,Rachel Schmidt,fsmith@underwood.com,607-828-4325,Tablet,Electronics,6,1466.02,8796.119999999999,2021-09-03 19:30:36.362424160,Card,USA,No,Wrong Item,Andrea Carter
TRANS_6689,Phillip Ramirez,diana62@hotmail.com,2356377636,Tablet,Home,5,1031.81,5159.049999999999,2021-09-03 23:00:57.363824256,Card,,No,,Tyler Morse
TRANS_6690,Alice Pollard,turnerholly@yahoo.com,847.419.4070,Camera,,6,418.92,2513.52,2021-09-04 02:31:18.365224352,Cash,,Yes,Defective,Mr. Andrew Sharp PhD
TRANS_6691,Blake Bell MD,,950.807.8137x200,,Electronics,4,1538.95,6155.8,2021-09-04 06:01:39.366624448,Card,Canada,,Wrong Item,
TRANS_6692,Mrs. Dominique Cruz DDS,ricekenneth@knight.net,902-791-5231x7288,Laptop,Gadgets,9,456.61,4109.49,2021-09-04 09:32:00.368024544,Online,UK,No,Unwanted,Samuel Yang
TRANS_6693,Christopher Allen,youngrobin@hotmail.com,(354)933-5236,,Home,3,833.98,2501.94,2021-09-04 13:02:21.369424624,,UK,Pending,Wrong Item,Timothy Beck
TRANS_6694,Jennifer Lawrence,mikewolfe@rios.com,756.244.3900,Camera,Accessories,6,319.78,1918.6799999999998,2021-09-04 16:32:42.370824720,,USA,No,,Kevin Arroyo
TRANS_6695,Tony Mays,lbrown@harris-alexander.com,001-193-178-1825x05771,,Electronics,8,661.33,5290.64,2021-09-04 20:03:03.372224816,Cheque,,No,Unwanted,Tamara Perez
TRANS_6696,Joseph Green,fernandeznatasha@yahoo.com,001-230-679-7296x529,,Home,8,1367.56,10940.48,2021-09-04 23:33:24.373624912,Cheque,USA,,Wrong Item,Kristine Beck
TRANS_6697,Alexis Morgan,amymoore@hotmail.com,+1-139-657-8331x497,Camera,,0,1504.7,0.0,2021-09-05 03:03:45.375025008,Cheque,Germany,No,,Bruce Scott
TRANS_6698,Melissa Sanders,james42@bonilla.com,+1-307-287-9789x019,Smartwatch,Accessories,4,1775.05,7100.2,2021-09-05 06:34:06.376425104,Cash,UK,No,,Amanda Gibbs
TRANS_6699,Tanya Reynolds,josebeard@garza.com,+1-814-970-4791x6552,Laptop,,2,660.22,1320.44,2021-09-05 10:04:27.377825184,,Germany,Yes,Wrong Item,Kim Perez
TRANS_6700,Bryan Freeman,xtrujillo@yahoo.com,5604414826,Tablet,Electronics,4,-1.0,-4.0,2021-09-05 13:34:48.379225280,Cheque,Germany,Yes,,Willie Arnold
TRANS_6701,,nicole20@hotmail.com,,Tablet,Home,1,1489.68,1489.68,2021-09-05 17:05:09.380625376,Cheque,USA,,Wrong Item,
TRANS_6702,Daniel Young,acarter@gmail.com,468-702-6686,,,4,1548.97,6195.88,2021-09-05 20:35:30.382025472,Cheque,,No,Unwanted,Matthew Smith
TRANS_6703,Brittany Lowe,joshua40@gmail.com,569.899.8139x42757,Smartwatch,,3,764.35,2293.05,2021-09-06 00:05:51.383425568,Cash,,,,Michelle Snyder
TRANS_6704,Dr. Zachary Moore,rhall@yahoo.com,001-029-153-6329,,Accessories,7,1636.18,11453.26,2021-09-06 03:36:12.384825664,,UK,No,,Miss Melissa Thomas
TRANS_6705,Amanda Suarez,katherineerickson@mcclain.info,1812885826,Headphones,,4,1439.98,5759.92,2021-09-06 07:06:33.386225744,Cheque,,Pending,,Dawn Smith
TRANS_6706,James Ramsey,laurenwhite@yahoo.com,167.086.4784x84993,Phone,,3,522.54,1567.62,2021-09-06 10:36:54.387625840,Card,,Yes,Defective,Jennifer Carr
TRANS_6707,Daniel Lewis,cynthia32@gmail.com,772-969-2876x9076,Tablet,Electronics,7,802.75,5619.25,2021-09-06 14:07:15.389025936,Cash,Canada,Pending,,Anthony Shaw
TRANS_6708,Brian Garza,garciaerica@gmail.com,123-382-3325x337,Headphones,Home,7,1744.52,12211.64,2021-09-06 17:37:36.390426032,Cheque,,,,Todd Schultz
TRANS_6709,Gloria Bird,christopher16@yahoo.com,742-376-0393x83936,Tablet,Accessories,5,1008.28,5041.4,2021-09-06 21:07:57.391826128,,USA,No,Wrong Item,Todd Griffin
TRANS_6710,Amy Smith,larajill@hernandez-harris.com,886-290-3494,Laptop,Accessories,6,1494.88,8969.28,2021-09-07 00:38:18.393226224,Cheque,Germany,Yes,Wrong Item,Brandon Humphrey
TRANS_6711,Angel Ellis,webbian@yahoo.com,001-402-746-5729x552,Phone,Home,8,1358.91,10871.28,2021-09-07 04:08:39.394626304,Cheque,,No,Unwanted,
TRANS_6712,Veronica Barnes,ruizmark@gmail.com,(975)627-0609x8472,Phone,Gadgets,3,1643.91,4931.7300000000005,2021-09-07 07:39:00.396026400,,Germany,,Unwanted,Crystal Vaughn
TRANS_6713,Amber Houston,melissa98@gmail.com,285.777.0992,Camera,Gadgets,4,932.18,3728.72,2021-09-07 11:09:21.397426496,Cash,USA,Pending,Unwanted,Alyssa Campbell
TRANS_6714,Brian Adams,john97@ross-jackson.com,(838)720-8440x776,Phone,Home,3,739.23,2217.69,2021-09-07 14:39:42.398826592,,UK,No,Unwanted,Jackie Ball
TRANS_6715,Ms. Heather Goodman,hernandezmatthew@scott-decker.org,+1-556-137-6551x338,Camera,Electronics,2,1005.47,2010.94,2021-09-07 18:10:03.400226688,Cheque,Canada,,Unwanted,Joshua Chen
TRANS_6716,Jonathan Hatfield,jill05@fleming.com,529.375.0958x75992,Phone,Accessories,7,929.18,6504.259999999999,2021-09-07 21:40:24.401626784,Cash,Canada,,,Cheyenne White
TRANS_6717,James Jackson,bthompson@frey.info,319.743.9665x320,Smartwatch,,3,1203.74,3611.2200000000003,2021-09-08 01:10:45.403026864,Cash,UK,No,Wrong Item,Heather Schultz
TRANS_6718,Jessica Graham,cindycollins@gmail.com,353.667.8037x90210,,,8,1437.7,11501.6,2021-09-08 04:41:06.404426960,Online,,Yes,Defective,Nicholas Kerr
TRANS_6719,Pamela Griffin,julianfloyd@gmail.com,(318)832-6718x012,Headphones,Accessories,4,-1.0,-4.0,2021-09-08 08:11:27.405827056,Cheque,UK,Yes,,Michael Johnson DVM
TRANS_6720,Michael Mathews,cmartin@yahoo.com,(034)877-2676x2674,Smartwatch,Home,8,1134.8,9078.4,2021-09-08 11:41:48.407227152,,UK,No,Defective,Lori Stafford
TRANS_6721,,,(833)368-5815,Camera,Electronics,2,1297.03,2594.06,2021-09-08 15:12:09.408627248,Cash,Germany,No,,
TRANS_6722,Robert Moore,simpsonkenneth@yoder-hunt.com,451.981.0035x755,Camera,,3,1775.47,5326.41,2021-09-08 18:42:30.410027344,,USA,,,Anthony Bird
TRANS_6723,Jessica Cameron,riveramark@carr.com,+1-750-134-7877x9302,Smartwatch,,2,1931.01,3862.02,2021-09-08 22:12:51.411427424,,Canada,No,Unwanted,Daniel Hall
TRANS_6724,Aaron Owens,ryan23@brown.info,001-139-423-3824x795,Smartwatch,Home,2,1300.6,2601.2,2021-09-09 01:43:12.412827520,Online,USA,Pending,,Matthew Reynolds
TRANS_6725,Joel Chavez,michael41@gmail.com,001-364-889-3764x2248,Tablet,,3,1588.25,4764.75,2021-09-09 05:13:33.414227616,Online,Germany,,Wrong Item,Adrian Smith
TRANS_6726,Mary Dunn,pearsonshawn@gmail.com,,Smartwatch,Accessories,5,1906.71,9533.55,2021-09-09 08:43:54.415627712,,,Yes,,Steven Hall
TRANS_6727,Benjamin Goodwin,vglover@gmail.com,626-994-1798,Phone,Electronics,1,996.55,996.55,2021-09-09 12:14:15.417027808,Cash,UK,Pending,Wrong Item,Jeffrey Miller
TRANS_6728,Scott Evans,debrahall@yahoo.com,693-242-0471,Smartwatch,,4,896.07,3584.28,2021-09-09 15:44:36.418427904,,USA,Pending,Wrong Item,Amy Harris
TRANS_6729,Julie Mcneil,qgeorge@hotmail.com,(892)910-3989x002,Headphones,Electronics,9,615.16,5536.44,2021-09-09 19:14:57.419827984,Card,,No,,Mr. Kevin Gilmore
TRANS_6730,Bethany Wilson,anthonyhart@camacho.com,(363)201-1638x7225,Laptop,Home,6,978.02,5868.12,2021-09-09 22:45:18.421228080,Card,Germany,Yes,,Mercedes Foster
TRANS_6731,Ashley King,wrogers@gmail.com,(558)035-9217x664,Laptop,Accessories,8,848.9,6791.2,2021-09-10 02:15:39.422628176,,,No,,
TRANS_6732,Kevin Holmes,benjaminjones@conner.net,001-203-117-1949x76616,Camera,Home,9,948.51,8536.59,2021-09-10 05:46:00.424028272,Online,UK,Pending,,Christian Adams
TRANS_6733,Jeremy Daniel,lisamorton@gmail.com,(284)029-0291x5500,Phone,Gadgets,5,1303.33,6516.65,2021-09-10 09:16:21.425428368,,Germany,Yes,,Donna Gonzales
TRANS_6734,Sarah Moore,david97@hotmail.com,001-361-812-2678,,Electronics,8,1478.49,11827.92,2021-09-10 12:46:42.426828464,,Germany,No,Defective,Jessica White
TRANS_6735,Brenda Wilson,amymoore@gmail.com,(934)252-2047x3374,Tablet,Home,6,1086.87,6521.219999999999,2021-09-10 16:17:03.428228544,Online,,No,,Alex Luna
TRANS_6736,Gregory Wise,imyers@johnson-jones.biz,+1-591-552-2107,Tablet,Home,8,1061.98,8495.84,2021-09-10 19:47:24.429628640,Card,UK,Pending,,Willie Sexton PhD
TRANS_6737,Julia Mccormick,erichall@vasquez.com,656-995-3167x67792,Smartwatch,,6,1281.08,7686.48,2021-09-10 23:17:45.431028736,Cash,Canada,Pending,,Joel Davidson
TRANS_6738,Douglas Olson,mike24@ray-johnson.com,869-860-8164x606,,,8,149.0,1192.0,2021-09-11 02:48:06.432428832,Cash,Canada,Pending,Wrong Item,Jessica Hodges
TRANS_6739,Robert Clark,rachelcampbell@yahoo.com,001-125-813-7233x2580,Headphones,Electronics,4,580.62,2322.48,2021-09-11 06:18:27.433828928,Cash,USA,Yes,,Danielle Cox
TRANS_6740,William Mcneil,lori43@gmail.com,068.119.2628x01173,Phone,,6,912.52,5475.12,2021-09-11 09:48:48.435229024,Card,USA,Yes,Defective,Timothy Strong
TRANS_6741,,mmoore@yahoo.com,664-618-5862x4581,Tablet,Accessories,2,656.6,1313.2,2021-09-11 13:19:09.436629104,Card,UK,No,Wrong Item,
TRANS_6742,Dr. Kenneth Gonzalez,henrychristine@watts-hicks.com,(985)721-3353,Laptop,Gadgets,5,580.0,2900.0,2021-09-11 16:49:30.438029200,,USA,Yes,Unwanted,Brian Coleman
TRANS_6743,Derek Crawford,mrichardson@yahoo.com,934.179.3576,,,6,1340.52,8043.12,2021-09-11 20:19:51.439429296,Card,,Pending,Unwanted,Suzanne Mooney
TRANS_6744,Preston Burch,sabrinaparker@gmail.com,+1-802-237-7824x1312,,Gadgets,2,798.91,1597.82,2021-09-11 23:50:12.440829392,Card,UK,No,,Stacey Wilcox
TRANS_6745,Dorothy Jones,john91@henry.com,743.121.2082,Camera,Gadgets,6,948.94,5693.64,2021-09-12 03:20:33.442229488,Card,Canada,Pending,Defective,Michael Nguyen
TRANS_6746,Frederick Herrera,briannaharrison@thornton-lewis.net,055-759-0752,Laptop,Accessories,3,967.78,2903.34,2021-09-12 06:50:54.443629584,Cash,,Yes,Unwanted,Kayla Wagner
TRANS_6747,Teresa Stephens,sarahwatts@gmail.com,766.217.3491x1664,Smartwatch,Home,1,412.17,412.17,2021-09-12 10:21:15.445029664,,UK,Pending,,Aaron Snow
TRANS_6748,Jamie Davenport,ocarrillo@hotmail.com,854-864-4437,Phone,Home,1,619.33,619.33,2021-09-12 13:51:36.446429760,Online,,Pending,Unwanted,Adrian Hodge
TRANS_6749,Marie Molina,matthewpalmer@gmail.com,0127474848,Camera,Home,4,1815.23,7260.92,2021-09-12 17:21:57.447829856,Cash,Canada,,,Michele Rodriguez
TRANS_6750,Brandon Curtis,liubethany@robinson-miller.info,717.732.1388x1411,,Home,4,1141.11,4564.44,2021-09-12 20:52:18.449229952,Cash,Germany,No,Unwanted,Roberto Holloway
TRANS_6751,James Hughes,,,Headphones,,5,1102.57,5512.849999999999,2021-09-13 00:22:39.450630048,Cash,Germany,No,,
TRANS_6752,Lisa Riley,rberry@freeman.com,501-025-6496x9227,Smartwatch,Home,2,1237.98,2475.96,2021-09-13 03:53:00.452030144,Cheque,USA,Yes,,Melissa King
TRANS_6753,Lisa Bernard,jtaylor@hotmail.com,1479315267,Headphones,Electronics,3,549.45,1648.3500000000001,2021-09-13 07:23:21.453430224,Online,Canada,Pending,,Misty Young
TRANS_6754,Charles Burns,munozjessica@gmail.com,746-716-9794,Headphones,Gadgets,1,1205.31,1205.31,2021-09-13 10:53:42.454830320,Card,Canada,,Wrong Item,Jacqueline Bennett
TRANS_6755,Kristin Fritz,johnsonmichael@estrada.com,077-378-6779x2037,Smartwatch,Gadgets,5,1223.09,6115.45,2021-09-13 14:24:03.456230416,Cheque,UK,No,Wrong Item,Nicole Stein
TRANS_6756,Brittany Miller,smithrobert@cline-watts.com,(133)396-4899x854,,Home,1,1939.35,1939.35,2021-09-13 17:54:24.457630512,Cheque,UK,Yes,Defective,Jared Blake
TRANS_6757,Francisco Fernandez,katiefrederick@fernandez.info,8454941402,,Home,8,1137.78,9102.24,2021-09-13 21:24:45.459030608,Cash,,No,Unwanted,Margaret Frazier
TRANS_6758,Whitney Robinson,lynndavis@yahoo.com,1319796808,Laptop,Electronics,1,920.65,920.65,2021-09-14 00:55:06.460430704,Online,Canada,,Defective,Cheryl Holland
TRANS_6759,Danielle Bailey,vegamark@gmail.com,001-035-581-3379x9218,Laptop,Electronics,2,190.77,381.54,2021-09-14 04:25:27.461830784,Online,,No,,Anthony Coleman
TRANS_6760,Anthony Walsh,weisslaurie@shaffer.com,(121)569-5374x245,Laptop,Electronics,8,1988.75,15910.0,2021-09-14 07:55:48.463230880,,,Pending,,Christy Blake
TRANS_6761,,hurstcharles@hotmail.com,(417)109-6758,Laptop,Gadgets,6,449.65,2697.8999999999996,2021-09-14 11:26:09.464630976,Cheque,,Yes,,
TRANS_6762,Sean Gilmore,parsonsalexis@gmail.com,001-474-088-8692x535,,Accessories,8,168.85,1350.8,2021-09-14 14:56:30.466031072,,,,,Anna Perkins
TRANS_6763,Benjamin Leblanc,odavidson@farmer-bradley.biz,3041440869,Headphones,Accessories,3,58.6,175.8,2021-09-14 18:26:51.467431168,Cash,UK,No,Unwanted,William Wright
TRANS_6764,Briana Ford,glennchristian@hotmail.com,648.059.5521,Laptop,Home,8,956.06,7648.48,2021-09-14 21:57:12.468831264,Online,Germany,No,,Andrew Mills
TRANS_6765,Jacob Castillo,dbrown@yahoo.com,9594522412,Tablet,Home,6,1922.24,11533.44,2021-09-15 01:27:33.470231344,Cash,Canada,No,,Meghan Neal
TRANS_6766,Timothy Cohen,tonyhowell@hotmail.com,001-677-269-3184x22152,Camera,,7,1502.6,10518.199999999999,2021-09-15 04:57:54.471631440,,UK,Pending,Wrong Item,Cameron Watson
TRANS_6767,Justin Carter,noblejesus@ibarra-barnes.com,001-185-080-5336x91026,Tablet,,4,666.48,2665.92,2021-09-15 08:28:15.473031536,Online,Germany,Yes,,Sandra Mills
